11432,,,88-10,,,,,175TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,9830,,,46,,

11432,,,89-16,,,,,175TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9828,,,7501,,

11432,,,90-21,,,,,175TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,

11432,,,91-10 TO 91-12,,,,,175TH,,,,,ST,,,,91-14,,,,175TH,,,,ST,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,9809,,,7501,,

11432,,,91-26,,,,,175TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9809,,,76,,

11432,,,90-22,,,,,176TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9811,,,61,,

11432,,,88-10,,,,,178TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9833,,,35,,

11432,,,88-15,,,,,179TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9914,,,30,,

11432,,,88-23,,,,,179TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,9914,,,27,,

11432,,,88-50,,,,,179TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9913,,,59,,

11432,,,90-60,,,,,179TH,,,,,PL,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9895,,,81,,

11432,,,90-75,,,,,179TH,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9895,,,12,,

11432,,,151-02 TO 151-10,,,,,84TH,,,,,DR,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9745,,,22,,

11432,,,164-10,,,,,84TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9858,,,14,,

11432,,,162-30,,,,,86TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9777,,,16,,

11432,,,150-75,,,,,87TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9727,,,41,,

11432,,,150-01 TO 150-03,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9697,,,1,,

11432,,,150-02,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9695,,,1,,

11432,,,150-05 TO 150-07,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9697,,,1,,

11432,,,150-09 TO 150-11,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9697,,,1,,

11432,,,152-09,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9697,,,52,,

11432,,,166-05,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9818,,,49,,

11432,,,166-34,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,

11432,,,166-36,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,

11432,,,166-38,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,

11432,,,166-40,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,

11432,,,168-36,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9820,,,38,,

11432,,,168-42,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9820,,,49,,

11432,,,169-04,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9823,,,9,,

11432,,,170-06,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9824,,,43,,

11432,,,175-21,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9834,,,56,,

11432,,,175-45,,,,,88TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9834,,,41,,

11432,,,150-13 TO 152-49,,,,,89TH,,,,,AVE,,,,150-16,,,,88TH,,,,AVE,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9695,,,14,,

11432,,,153-15,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9762,,,58,,

11432,,,160-10,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9758,,,21,,

11432,,,162-05,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9768,,,1,,

11432,,,162-11,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9768,,,60,,

11432,,,162-20,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9761,,,48,,

11432,,,163-03,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9813,,,1,,

11432,,,163-24,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9793,,,59,,

11432,,,164-03,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9814,,,1,,

11432,,,166-05,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9817,,,1,,

11432,,,166-25,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,9817,,,42,,

11432,,,166-33,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9817,,,30,,

11432,,,166-40,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9798,,,39,,

11432,,,168-07,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9819,,,1,,

11432,,,170-14,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,9805,,,54,,

11432,,,170-19,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,9824,,,63,,

11432,,,173-17,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9830,,,1,,

11432,,,175-13,,,,,89TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,9833,,,65,,

11432,,,153-11,,,,,90TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9755,,,61,,

11432,,,155-01,,,,,90TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9755,,,50,,

11432,,,172-07,,,,,90TH,,,,,AVE,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9828,,,19,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page161of 172,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,,,,,STSUFX1,,,,,BLDGNO2,,,,STREET2,,,,,STSUFX2,,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,BLOCK,,,LOT,,

11432,,,172-07A,,,,90TH,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9828,,,18,,

11432,,,172-20,,,,90TH,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9810,,,47,,

11432,,,172-31,,,,90TH,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,,,,

11432,,,179-33,,,,90TH,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9915,,,1,,

11432,,,179-35,,,,90TH,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9915,,,1,,

11432,,,172-25,,,,91ST,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9810,,,21,,

11432,,,172-25A,,,,91ST,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9810,,,20,,

11432,,,86-08,,,,AVA,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9882,,,46,,

11432,,,86-10,,,,AVA,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9882,,,146,,

11432,,,86-14,,,,AVA,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9882,,,47,,

11432,,,86-15,,,,AVA,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9884,,,32,,

11432,,,86-16,,,,AVA,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9882,,,50,,

11432,,,87-16,,,,AVON,,,,,,,,,ST,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9944,,,14,,

11432,,,170-10,,,,CEDARCROFT,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9844,,,5,,

11432,,,170-22,,,,CEDARCROFT,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,9844,,,17,,

11432,,,170-32,,,,CEDARCROFT,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9844,,,23,,

11432,,,170-36,,,,CEDARCROFT,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9844,,,125,,

11432,,,170-40,,,,CEDARCROFT,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9844,,,127,,

11432,,,170-49,,,,CEDARCROFT,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9843,,,29,,

11432,,,87-46,,,,CHELSEA,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9954,,,49,,

11432,,,175-39,,,,DALNY,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9884,,,1,,

11432,,,175-51,,,,DALNY,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9884,,,66,,

11432,,,175-06,,,,DEVONSHIRE,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9884,,,43,,

11432,,,164-07,,,,GOETHALS,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,7024,,,31,,

11432,,,164-09,,,,GOETHALS,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,7024,,,29,,

11432,,,150-17,,,,GRAND CENTRAL,,,,,,,,,PKWY,,,,,82-74,,,,PARSONS,,,,,BLVD,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6715,,,2,,

11432,,,170-40,,,,HENLEY,,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9880,,,19,,

11432,,,162-15,,,,HIGHLAND,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9773,,,5,,

11432,,,164-20,,,,HIGHLAND,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9836,,,22,,

11432,,,165-20,,,,HIGHLAND,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9837,,,80,,

11432,,,166-05,,,,HIGHLAND,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9849,,,130,,

11432,,,170-25,,,,HIGHLAND,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,9880,,,30,,

11432,,,172-05,,,,HIGHLAND,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9882,,,16,,

11432,,,172-70,,,,HIGHLAND,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9845,,,27,,

11432,,,172-90,,,,HIGHLAND,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9845,,,86,,

11432,,,164-30,,,,HILLSIDE,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,9814,,,26,,

11432,,,178-02,,,,HILLSIDE,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9913,,,25,,

11432,,,183-11,,,,HILLSIDE,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9950,,,57,,

11432,,,185-01,,,,HILLSIDE,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9954,,,66,,

11432,,,187-21,,,,HILLSIDE,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9960,,,18,,

11432,,,187-23,,,,HILLSIDE,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9960,,,18,,

11432,,,187-35,,,,HILLSIDE,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9960,,,5,,

11432,,,153-19,,,,JAMAICA,,,,,,,,,AVE,,,,,153-24,,,,90TH,,,,,RD,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9754,,,48,,

11432,,,172-07,,,,JAMAICA,,,,,,,,,AVE,,,,,91-19,,,,172ND,,,,,ST,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9808,,,12,,

11432,,,172-17,,,,JAMAICA,,,,,,,,,AVE,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9808,,,7501,,

11432,,,86-12,,,,KINGSTON,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9880,,,24,,

11432,,,86-14,,,,KINGSTON,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9880,,,25,,

11432,,,86-18,,,,KINGSTON,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9880,,,26,,

11432,,,86-20,,,,KINGSTON,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9880,,,27,,

11432,,,87-03,,,,KINGSTON,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9845,,,58,,

11432,,,87-07,,,,KINGSTON,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9845,,,157,,

11432,,,87-19,,,,KINGSTON,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9845,,,56,,

11432,,,87-50,,,,KINGSTON,,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9844,,,110,,

11432,,,175-19,,,,LAUREN,,,,,,,,,CT,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9811,,,160,,

11432,,,175-21,,,,LAUREN,,,,,,,,,CT,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9811,,,161,,

11432,,,175-23,,,,LAUREN,,,,,,,,,CT,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,9811,,,162,,

11432,,,88-05,,,,MERRICK,,,,,,,,,BLVD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9817,,,6,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page162of 172,,,
,,,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,STSUFX1,,,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,,BLOCK,,,LOT,,

11432,,,88-24,,,,MERRICK,,,,,BLVD,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,9815,,,67,,

11432,,,86-57,,,,MIDLAND,,,,,PKWY,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,9945,,,75,,

11432,,,86-66,,,,MIDLAND,,,,,PKWY,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,9938,,,58,,

11432,,,86-70,,,,MIDLAND,,,,,PKWY,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,9938,,,59,,

11432,,,86-75,,,,MIDLAND,,,,,PKWY,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,9945,,,48,,

11432,,,86-78,,,,MIDLAND,,,,,PKWY,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,421-A (1-15),,,9938,,,63,,

11432,,,87-01,,,,MIDLAND,,,,,PKWY,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,9944,,,1,,

11432,,,87-24,,,,MIDLAND,,,,,PKWY,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,9937,,,42,,

11432,,,80-25,,,,PARSONS,,,,,BLVD,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,6853,,,6,,

11432,,,82-01 TO 82-41,,,,PARSONS,,,,,BLVD,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,6858,,,100,,

11432,,,87-82 TO 87-84,,,,PARSONS,,,,,BLVD,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,9763,,,37,,

11432,,,88-02 TO 88-06,,,,PARSONS,,,,,BLVD,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,9762,,,28,,

11432,,,88-22,,,,PARSONS,,,,,BLVD,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,9762,,,39,,

11432,,,89-14,,,,PARSONS,,,,,BLVD,,,,,153-50,,,,89TH,,,,AVE,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,421-A (1-15),,,9755,,,7501,,

11432,,,89-15,,,,PARSONS,,,,,BLVD,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,NON-EVICT COOP/CON9758,,,,,,6,,

11432,,,175-05,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,9845,,,12,,

11432,,,175-20,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,9835,,,3,,

11432,,,175-27,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,9845,,,1,,

11432,,,177-14,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,9835,,,26,,

11432,,,177-16,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,9835,,,28,,

11432,,,177-18,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,9835,,,30,,

11432,,,177-30,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,9835,,,33,,

11432,,,178-10,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,9937,,,1,,

11432,,,178-26,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,9937,,,114,,

11432,,,178-28,,,,WEXFORD,,,,,TER,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,9937,,,14,,

